ABN,issuer,issuer_address,billing_address,invoice_n,date,date_period,reference_n,billed_to,total_without_GST,GST,total_with_GST,data
6749160105,Casey Group Pty Ltd,"255 Teresa Forge, Roberttown, IN 43253","USNV Byrd, FPO AE 76291",66c491e6-74bd-4385-ab31-33d25abf8e5e,19/07/2007,27/05/2015,6797286,John Sanders,754.26,75.43,829.69,"[[""24/05/1999"", ""orchestrate dot-com synergies"", 227.58], [""26/01/2004"", ""integrate holistic applications"", 34.37], [""04/09/2009"", ""maximize dynamic models"", 492.31]]"
8754259483,Cox-Mckee Pty Ltd,"30442 Michael Port, Elijahport, OH 23779","18101 Kayla Walk, Lake Carloschester, OR 51775",cfd90a32-3a92-4a4c-bbe7-ef7b1017378d,29/08/2008,11/08/2011,2354356,Martin Shields,215.88,21.59,237.47,"[[""11/08/2019"", ""brand wireless e-markets"", 215.88]]"
57327492199,Harris Ltd Pty Ltd,"40956 Loretta Dam, West Kristi, OK 63537","USCGC Anderson, FPO AE 40182",7bb6e5f1-caec-43ac-8456-46affc517fe4,01/06/1995,19/02/2010,6838609,Paul Martin,1442.4,144.24,1586.64,"[[""12/09/2007"", ""extend turn-key relationships"", 439.99], [""11/03/1996"", ""drive dynamic eyeballs"", 462.38], [""14/11/2005"", ""harness B2B e-markets"", 445.09], [""30/07/2001"", ""engage cross-platform supply-chains"", 94.94]]"
71614857817,"Owens, Alvarez and Perez Pty Ltd","51297 Lee Groves, Ryanburgh, SD 54298","937 Blake Fords, Torreschester, ID 84987",87220dab-38b2-45e6-b174-50721bc9bd36,14/06/1994,26/06/1993,1934682,Robert Taylor,686.67,68.67,755.34,"[[""01/02/2006"", ""innovate synergistic interfaces"", 387.02], [""26/10/2009"", ""architect mission-critical architectures"", 189.1], [""23/09/2017"", ""visualize holistic initiatives"", 110.55]]"
72208706121,Stein-Mercado Pty Ltd,"992 Gabriel Avenue, Port Danielleport, VI 33016","68680 Simpson Dale Suite 731, Thomasborough, IA 26128",9822e377-074d-4298-b6b4-b528b69af502,18/04/1997,26/03/2010,8456014,Elaine Jones,565.3,56.53,621.83,"[[""13/01/2016"", ""implement sticky web-readiness"", 44.98], [""04/03/2017"", ""synergize web-enabled schemas"", 138.06], [""19/04/2012"", ""benchmark value-added niches"", 104.92], [""31/03/1999"", ""unleash user-centric action-items"", 11.42], [""03/10/2013"", ""empower value-added e-markets"", 265.92]]"
47437725723,Sanchez Inc Pty Ltd,"74913 Keller Heights Apt. 703, Wilsonmouth, GA 76123","19033 Ayala Pine, South Jacobport, SC 09425",f4fb3bd8-4d50-41c8-8a14-f2d42114b8ad,11/06/2015,17/02/2001,2566026,Amanda Clark,482.23,48.22,530.45,"[[""01/07/2017"", ""productize 24/7 e-tailers"", 482.23]]"
56443106567,Bruce and Sons Pty Ltd,"198 Nichole Street Suite 085, Richardchester, OH 08075","6286 Ian Oval, Lake Kathleenland, ID 02271",9836d9d4-8009-4eb5-a921-00cee707e291,06/06/1998,12/10/2011,9547858,Mrs. Laura Newton,748.82,74.88,823.7,"[[""08/02/2022"", ""streamline open-source solutions"", 91.77], [""07/06/1993"", ""redefine bleeding-edge e-services"", 179.01], [""05/09/2008"", ""benchmark killer networks"", 404.34], [""27/12/2000"", ""revolutionize viral content"", 73.7]]"
18884604291,Harrison PLC Pty Ltd,"6537 Torres Estates, South Rebecca, NM 71154","10950 Cox Pine Apt. 860, Valentineside, AK 53784",88ffce87-b6b2-4ead-880a-81e8180ca1bc,08/07/2014,22/12/2003,3559017,Nicholas Perry,628.63,62.86,691.49,"[[""08/08/2017"", ""incubate strategic architectures"", 314.27], [""06/02/2000"", ""exploit distributed content"", 125.04], [""11/02/2013"", ""cultivate ubiquitous e-markets"", 189.32]]"
53597013509,"Schneider, Clarke and Thompson Pty Ltd","0832 Robert Valley Suite 612, Lake Mollyburgh, DE 09202","7781 Krista Knolls Apt. 169, New Nicole, OK 30364",eb1a3474-bd9b-46ae-be57-c5adf16c1407,09/03/1997,20/02/2005,4993070,Renee Patton,1492.8,149.28,1642.08,"[[""02/03/1996"", ""matrix best-of-breed eyeballs"", 483.03], [""26/01/2014"", ""synergize vertical users"", 399.74], [""02/08/1996"", ""target bricks-and-clicks communities"", 177.2], [""02/03/2004"", ""re-intermediate next-generation paradigms"", 161.78], [""15/04/1997"", ""redefine turn-key web-readiness"", 271.05]]"
14819077897,Sosa PLC Pty Ltd,"94394 Daniel Plaza Apt. 377, New Brandonberg, MI 38888","PSC 5128, Box 0899, APO AA 53779",ebec10a3-7994-4140-88fa-fab49a2225ce,24/12/2005,11/01/1998,259352,Elizabeth Gross,640.03,64.0,704.03,"[[""03/09/2000"", ""re-contextualize wireless e-business"", 401.62], [""06/03/2007"", ""whiteboard 24/365 niches"", 168.67], [""01/02/2017"", ""transition seamless models"", 69.74]]"
99478293775,Mccarthy-Graham Pty Ltd,"7689 Ronald Landing, Hortonberg, GU 06465","361 Michael Streets, Lake Robertbury, TN 68863",274617b5-9081-446c-8777-7e8974975f76,18/01/2007,26/10/2011,9720928,Ashley Davis,838.33,83.83,922.16,"[[""09/07/2010"", ""morph efficient markets"", 242.25], [""15/07/2009"", ""facilitate robust portals"", 32.19], [""17/07/2012"", ""optimize collaborative e-services"", 113.73], [""03/06/1995"", ""strategize 24/365 platforms"", 450.16]]"
43887666819,Bryant-Goodwin Pty Ltd,"3740 Anne Port Suite 588, West James, KY 02694","545 Parsons Locks Suite 707, Port Patriciastad, NC 22290",804beb1d-a74c-4895-8067-233368b455ba,22/04/2000,22/10/2002,782865,Misty Hudson,574.0,57.4,631.4,"[[""17/01/2022"", ""enable 24/7 niches"", 306.3], [""30/01/2020"", ""brand ubiquitous networks"", 267.7]]"
70053111018,Avery Inc Pty Ltd,"331 James Lock, Molinaland, PA 60888","3599 Holly Courts, West Evelynborough, MA 48452",93339b60-f550-4861-9518-631a465f49db,14/01/2003,15/07/2016,4580867,Michelle Walker,461.77,46.18,507.95,"[[""24/05/1995"", ""exploit distributed web-readiness"", 461.77]]"
99692099465,Peterson-Morales Pty Ltd,"596 Karen Rue Apt. 494, Victorburgh, MN 70004","64647 Bryant Parkways Apt. 276, East Angelica, NJ 76959",6834cc19-7184-477a-8c74-af64bcfffdc3,23/06/2011,10/12/2021,8451103,Daniel Larson,659.74,65.97,725.71,"[[""05/01/2019"", ""re-contextualize open-source solutions"", 3.73], [""17/11/2017"", ""disintermediate dot-com metrics"", 159.74], [""13/06/1997"", ""implement scalable synergies"", 285.06], [""28/04/2006"", ""unleash out-of-the-box experiences"", 211.21]]"
51147727006,Young-Martinez Pty Ltd,"18879 Spencer Lane Apt. 548, Baileychester, MI 10464","8961 Cheryl Lake, Ashleyshire, MH 49017",eed05476-0a5c-47e8-9a0c-782945ebf6d0,26/08/2004,13/07/2012,7708456,Mrs. Natalie Peterson MD,116.46,11.65,128.11,"[[""12/07/2022"", ""syndicate end-to-end eyeballs"", 22.91], [""13/01/2023"", ""seize viral info-mediaries"", 93.55]]"
40892357857,"Evans, Baker and Hamilton Pty Ltd","323 Diana Walk Suite 642, West Shawnbury, MO 19123","71071 Lamb Land Apt. 904, Port Mary, NH 53126",562966d7-5a92-4df1-a586-b5ef330f89a9,03/05/2003,10/12/1995,9951375,Rachel Hayes,932.36,93.24,1025.6,"[[""18/03/2007"", ""deploy extensible convergence"", 473.87], [""14/10/1998"", ""facilitate frictionless markets"", 45.97], [""29/04/2013"", ""reinvent revolutionary models"", 219.28], [""05/02/2002"", ""envisioneer end-to-end networks"", 177.04], [""22/05/2012"", ""utilize frictionless communities"", 16.2]]"
34191081974,Fernandez Ltd Pty Ltd,"94428 Tyler Roads Suite 888, Richardsonshire, MH 46578","PSC 0663, Box 5389, APO AP 41220",70e65601-cf0b-43b4-a18d-1e0f2dafb1ca,21/07/1997,06/04/1999,4056845,Jeffrey Waters,425.69,42.57,468.26,"[[""13/06/2019"", ""transform robust ROI"", 303.71], [""27/12/2007"", ""deploy dot-com applications"", 121.98]]"
95311170338,Smith-Holt Pty Ltd,"1509 Taylor Locks, Ashleytown, AK 06481","389 Erin Point Suite 835, North Anthonyfort, AK 43011",315db755-2f4b-4cca-8bbe-ba471fe5170e,27/07/1998,04/08/2006,8682615,Jamie Hayes,570.97,57.1,628.07,"[[""28/07/2022"", ""reinvent interactive applications"", 200.28], [""16/05/2008"", ""orchestrate plug-and-play convergence"", 370.69]]"
83574517850,Moody Group Pty Ltd,"763 Dawson Trafficway, New Hailey, AS 82585","PSC 3666, Box 7033, APO AP 65523",2ba1f37d-fd50-4a8c-94af-15c634d46835,07/04/1999,10/12/2020,2481811,Abigail Johns,230.7,23.07,253.77,"[[""05/11/2019"", ""morph vertical bandwidth"", 3.35], [""03/07/2020"", ""disintermediate seamless channels"", 227.35]]"
14781550076,"White, Wilson and Owens Pty Ltd","6167 Herrera Camp, Stevensfurt, AR 06987","15327 Hernandez Stravenue, Port Mallory, MA 52927",1672d0a2-5430-4cbd-b595-235dd099dd4e,13/12/1998,30/12/1997,5686899,Russell Clark,48.34,4.83,53.17,"[[""17/11/2003"", ""engage one-to-one info-mediaries"", 48.34]]"
